"Sex","Cancer","Age","Case","PY"
1,24,3,0,9263734
1,24,4,0,8375867
1,24,5,0,9705747
1,24,6,2,10095552
1,24,7,6,11225177
1,24,8,15,11262082
1,24,9,65,11043758
1,24,10,280,10067169
1,24,11,509,7231868
1,24,12,950,5541349
1,24,13,1607,4722669
1,24,14,1871,3753695
1,24,15,1376,2329646
1,24,16,733,1257889
1,24,17,300,654160
1,24,18,87,307038
1,24,19,0,0
2,24,1,0,6122426
2,24,2,0,7790860
2,24,3,0,8179255
2,24,4,1,7590641
2,24,5,1,9127892
2,24,6,1,9662183
2,24,7,1,10790890
2,24,8,3,10859221
2,24,9,19,10542705
2,24,10,31,9778195
2,24,11,40,7160051
2,24,12,46,5654049
2,24,13,66,5247731
2,24,14,78,4648408
2,24,15,95,3522098
2,24,16,99,2382194
2,24,17,53,1422943
2,24,18,17,920211
2,24,19,0,0
1,25,1,0,6655812
1,25,2,0,8598995
1,25,3,0,9263734
1,25,4,0,8375867
1,25,5,0,9705747
1,25,6,1,10095552
1,25,7,2,11225177
1,25,8,4,11262082
1,25,9,4,11043758
1,25,10,7,10067169
1,25,11,23,7231868
1,25,12,30,5541349
1,25,13,39,4722669
1,25,14,53,3753695
1,25,15,61,2329646
1,25,16,50,1257889
1,25,17,29,654160
1,25,18,9,307038
1,25,19,0,0
2,25,1,0,6122426
2,25,2,0,7790860
2,25,3,0,8179255
2,25,4,0,7590641
2,25,5,0,9127892
2,25,6,0,9662183
2,25,7,0,10790890
2,25,8,4,10859221
2,25,9,2,10542705
2,25,10,1,9778195
2,25,11,2,7160051
2,25,12,4,5654049
2,25,13,8,5247731
2,25,14,8,4648408
2,25,15,14,3522098
2,25,16,8,2382194
2,25,17,11,1422943
2,25,18,5,920211
2,25,19,0,0
1,26,1,0,6655812
1,26,2,0,8598995
1,26,3,0,9263734
1,26,4,0,8375867
1,26,5,0,9705747
1,26,6,0,10095552
1,26,7,0,11225177
1,26,8,0,11262082
1,26,9,1,11043758
1,26,10,3,10067169
1,26,11,13,7231868
1,26,12,16,5541349
1,26,13,24,4722669
1,26,14,32,3753695
1,26,15,20,2329646
1,26,16,12,1257889
1,26,17,3,654160
1,26,18,1,307038
1,26,19,0,0
2,26,1,0,6122426
2,26,2,0,7790860
2,26,3,0,8179255
2,26,4,0,7590641
2,26,5,0,9127892
2,26,6,0,9662183
2,26,7,0,10790890
2,26,8,1,10859221
2,26,9,1,10542705
2,26,10,0,9778195
2,26,11,2,7160051
2,26,12,0,5654049
2,26,13,2,5247731
2,26,14,1,4648408
2,26,15,0,3522098
2,26,16,1,2382194
2,26,17,1,1422943
2,26,18,0,920211
2,26,19,0,0
1,27,1,0,6655812
1,27,2,0,8598995
1,27,3,0,9263734
1,27,4,0,8375867
1,27,5,0,9705747
1,27,6,0,10095552
1,27,7,1,11225177
1,27,8,0,11262082
1,27,9,2,11043758
1,27,10,5,10067169
1,27,11,7,7231868
1,27,12,13,5541349
1,27,13,9,4722669
1,27,14,19,3753695
1,27,15,17,2329646
1,27,16,14,1257889
1,27,17,6,654160
1,27,18,2,307038
1,27,19,0,0
2,27,1,0,6122426
2,27,2,0,7790860
2,27,3,0,8179255
2,27,4,0,7590641
2,27,5,0,9127892
2,27,6,0,9662183
2,27,7,0,10790890
2,27,8,0,10859221
2,27,9,0,10542705
2,27,10,1,9778195
2,27,11,0,7160051
2,27,12,0,5654049
2,27,13,3,5247731
2,27,14,1,4648408
2,27,15,1,3522098
2,27,16,2,2382194
2,27,17,3,1422943
2,27,18,3,920211
2,27,19,0,0
1,28,1,0,6655812
1,28,2,0,8598995
1,28,3,0,9263734
1,28,4,0,8375867
1,28,5,0,9705747
1,28,6,1,10095552
1,28,7,0,11225177
1,28,8,0,11262082
1,28,9,0,11043758
1,28,10,2,10067169
1,28,11,1,7231868
1,28,12,1,5541349
1,28,13,2,4722669
1,28,14,3,3753695
1,28,15,3,2329646
1,28,16,2,1257889
1,28,17,0,654160
1,28,18,0,307038
1,28,19,0,0
2,28,1,0,6122426
2,28,2,0,7790860
2,28,3,0,8179255
2,28,4,0,7590641
2,28,5,0,9127892
2,28,6,0,9662183
2,28,7,0,10790890
2,28,8,0,10859221
2,28,9,0,10542705
2,28,10,0,9778195
2,28,11,0,7160051
2,28,12,1,5654049
2,28,13,0,5247731
2,28,14,0,4648408
2,28,15,0,3522098
2,28,16,1,2382194
2,28,17,1,1422943
2,28,18,0,920211
2,28,19,0,0
1,29,1,0,6655812
1,29,2,0,8598995
1,29,3,0,9263734
1,29,4,0,8375867
1,29,5,0,9705747
1,29,6,0,10095552
1,29,7,0,11225177
1,29,8,1,11262082
1,29,9,2,11043758
1,29,10,0,10067169
1,29,11,2,7231868
1,29,12,1,5541349
1,29,13,8,4722669
1,29,14,3,3753695
1,29,15,5,2329646
1,29,16,1,1257889
1,29,17,0,654160
1,29,18,0,307038
1,29,19,0,0
2,29,1,0,6122426
2,29,2,0,7790860
2,29,3,0,8179255
2,29,4,0,7590641
2,29,5,0,9127892
2,29,6,0,9662183
2,29,7,0,10790890
2,29,8,0,10859221
2,29,9,3,10542705
2,29,10,1,9778195
2,29,11,1,7160051
2,29,12,2,5654049
2,29,13,3,5247731
2,29,14,3,4648408
2,29,15,0,3522098
2,29,16,0,2382194
2,29,17,1,1422943
2,29,18,0,920211
2,29,19,0,0
1,30,1,0,6655812
1,30,2,0,8598995
1,30,3,0,9263734
1,30,4,0,8375867
1,30,5,1,9705747
1,30,6,0,10095552
1,30,7,0,11225177
1,30,8,2,11262082
1,30,9,7,11043758
1,30,10,17,10067169
1,30,11,28,7231868
1,30,12,54,5541349
1,30,13,95,4722669
1,30,14,162,3753695
1,30,15,177,2329646
1,30,16,126,1257889
1,30,17,109,654160
1,30,18,54,307038
1,30,19,0,0
2,30,1,0,6122426
2,30,2,0,7790860
2,30,3,0,8179255
2,30,4,0,7590641
2,30,5,0,9127892
2,30,6,0,9662183
2,30,7,0,10790890
2,30,8,1,10859221
2,30,9,2,10542705
2,30,10,4,9778195
2,30,11,2,7160051
2,30,12,6,5654049
2,30,13,10,5247731
2,30,14,22,4648408
2,30,15,31,3522098
2,30,16,46,2382194
2,30,17,55,1422943
2,30,18,47,920211
2,30,19,0,0
1,31,1,0,6655812
1,31,2,0,8598995
1,31,3,0,9263734
1,31,4,0,8375867
1,31,5,0,9705747
1,31,6,0,10095552
1,31,7,1,11225177
1,31,8,0,11262082
1,31,9,11,11043758
1,31,10,36,10067169
1,31,11,53,7231868
1,31,12,117,5541349
1,31,13,165,4722669
1,31,14,195,3753695
1,31,15,142,2329646
1,31,16,88,1257889
1,31,17,36,654160
1,31,18,11,307038
1,31,19,0,0
2,31,1,0,6122426
2,31,2,0,7790860
2,31,3,0,8179255
2,31,4,0,7590641
2,31,5,0,9127892
2,31,6,1,9662183
2,31,7,1,10790890
